subject,state,radar,start_s,end_s,duration_s,rsp_rr_bpm,ecg_hr_bpm,radar_rr_bpm,radar_hr_bpm,rr_abs_error,hr_abs_error,quality,motion_index,primary_bin,ghost_bin
S17_RJS,느린 호흡,2,303.63020000000006,353.63020000000006,50.0,6.0131532848620655,107.14285714285714,6.040335528676401,49.7175364623735,0.02718224381433565,57.42532068048364,0.04407725051371502,0.029808218570862285,19,74
S17_RJS,느린 호흡,3,303.63020000000006,353.63020000000006,50.0,6.0131532848620655,107.14285714285714,7.016863898975242,49.02509908225124,1.0037106141131762,58.1177580606059,0.109362050581971,0.023324458190804087,60,18
S17_RJS,숨 참기,1,360.63020000000006,387.25,26.61979999999994,5.4931640625,117.1875,6.07949788363125,51.87572582971596,0.5863338211312499,65.31177417028404,0.07436859014628949,0.027789870653267178,59,65
S17_RJS,숨 참기,2,360.63020000000006,387.25,26.61979999999994,5.4931640625,117.1875,6.252483873263382,53.622065359094435,0.7593198107633823,63.565434640905565,0.022075275869522317,0.03114509800025523,65,75
S17_RJS,숨 참기,3,360.63020000000006,387.25,26.61979999999994,5.4931640625,117.1875,6.097551483732458,105.4877676975506,0.6043874212324578,11.699732302449405,0.035160972342831234,0.021570781776112775,61,72
S17_RJS,숨참기 후 호흡,1,393.25,443.25,50.0,15.947080213106693,105.63380281690142,4.98046875,47.96576693200013,10.966611463106693,57.66803588490129,0.061440661397857615,0.02673585268709802,60,13
S17_RJS,숨참기 후 호흡,2,393.25,443.25,50.0,15.947080213106693,105.63380281690142,4.98046875,54.40278242898024,10.966611463106693,51.231020387921184,0.07667220736888998,0.029161816838778734,66,46
S17_RJS,숨참기 후 호흡,3,393.25,443.25,50.0,15.947080213106693,105.63380281690142,4.98046875,106.66254433735928,10.966611463106693,1.0287415204578565,0.11965216962523377,0.020639406477841914,14,32
S17_RJS,운동 준비,1,448.25,463.25,15.0,19.103909531006206,118.57707509881423,8.761718053375668,45.1171875,10.342191477630537,73.45988759881423,0.017517567623047473,0.05017135483922005,16,37
S17_RJS,운동 준비,2,448.25,463.25,15.0,19.103909531006206,118.57707509881423,8.748733408288082,109.62938345888776,10.355176122718124,8.947691639926475,0.010201012544395463,0.0541478400815399,46,67
S17_RJS,운동 준비,3,448.25,463.25,15.0,19.103909531006206,118.57707509881423,8.467017368171119,54.18512336038806,10.636892162835087,64.39195173842617,0.02500339792640361,0.05019494737716949,75,14
S17_RJS,스쿼트,1,463.25,523.25,60.0,32.958984375,132.7433628318584,4.98046875,61.444359687856675,27.978515625,71.29900314400173,0.030680721621155642,0.10528379691302968,82,23
S17_RJS,스쿼트,2,463.25,523.25,60.0,32.958984375,132.7433628318584,6.399420998724669,48.888882597091275,26.55956337627533,83.85448023476712,0.013503656373079967,0.11462698727522855,18,11
S17_RJS,스쿼트,3,463.25,523.25,60.0,32.958984375,132.7433628318584,5.264397636499686,50.67356593765257,27.694586738500313,82.06979689420584,0.02433310823788061,0.1746653365084471,75,24
S17_RJS,의자 착석,1,523.25,538.25,15.0,28.94400236005951,142.85714285714286,8.375524389895322,53.03224837829071,20.56847797016419,89.82489447885214,0.013906903405923125,0.09302467530893489,16,88
S17_RJS,의자 착석,2,523.25,538.25,15.0,28.94400236005951,142.85714285714286,8.5262836625749,45.1171875,20.41771869748461,97.73995535714286,0.009640871261405958,0.08559495351779473,14,20
S17_RJS,의자 착석,3,523.25,538.25,15.0,28.94400236005951,142.85714285714286,8.438609139841672,62.39572603781982,20.50539322021784,80.46141681932303,0.010113911131430606,0.11052523839690528,77,60
S17_RJS,운동 후 호흡,1,543.25,593.25,50.0,25.955821558416798,122.95081967213115,25.906942751984168,53.64477805455701,0.04887880643262932,69.30604161757414,0.010180639331634352,0.029733068509449016,15,87
